;ID;Fecha;Planta;Energia;Limitacion_MW;TiempoLimitacion_Hrs;1;2;3;4;5;6;7;8;9;10;11;12
244;12873;20/01/13;Choluteca 2;0;0;0;;0;0;0;0;0;0;0;0;0;0;0
245;12874;20/01/13;Choluteca 1;0;0;0;;0;0;0;0;0;0;0;0;0;0;0
246;12875;20/01/13;Enerbasa;0;0;0;;0;0;0;0;0;0;0;0;0;0;0
247;12876;20/01/13;Fray Lázar;0;0;0;;0;0;0;0;0;0;0;0;0;0;0
248;12877;20/01/13;Nacaome 2;1397;1612;87;;1;0;0;0;0;0;0;0;0;0;0
249;12878;20/01/13;Nacaome 1;2629;2320;113;;1;0;0;0;0;0;0;0;0;0;0
250;12879;20/01/13;Fotersa;0;0;0;;0;0;0;0;0;0;0;0;0;0;0
251;12880;20/01/13;Helios;0;0;0;;0;0;0;0;0;0;0;0;0;0;0
252;12881;20/01/13;Lajas;0;0;0;;0;0;0;0;0;0;0;0;0;0;0
253;12882;20/01/13;Llanos del Sur;0;0;0;;0;0;0;0;0;0;0;0;0;0;0
254;12883;20/01/13;Mecer;0;0;0;;0;0;0;0;0;0;0;0;0;0;0
255;12884;20/01/13;Marcovia;1378;1560;88;;1;0;0;0;0;0;0;0;0;0;0
256;12885;20/01/13;Los Pollitos;0;0;0;;0;0;0;0;0;0;0;0;0;0;0
257;12886;20/01/13;Prados Sur;0;0;0;;0;0;0;0;0;0;0;0;0;0;0
258;12887;20/01/13;San Marcos;0;0;0;;0;0;0;0;0;0;0;0;0;0;0
259;12888;20/01/13;Soposa;1260;1200;105;;1;0;0;0;0;0;0;0;0;0;0
260;12889;20/01/14;Cerro de Hula;0;0;0;;0;0;0;0;0;0;0;0;0;0;0
261;12890;20/01/14;Cinco Estrellas;1572;1780;88;;0;0;0;0;0;0;1;0;0;0;0
262;12891;20/01/14;Cohessa;1731;1960;88;;0;0;0;0;0;0;1;0;0;0;0
263;12892;20/01/14;Chinchayote;0;0;0;;0;0;0;0;0;0;0;0;0;0;0
264;12893;20/01/14;Choluteca 2;467;1000;47;;0;0;0;0;0;0;1;0;0;0;0
265;12894;20/01/14;Choluteca 1;517;620;83;;0;0;0;0;0;0;1;0;0;0;0
266;12895;20/01/14;Enerbasa;768;720;107;;0;0;0;0;0;0;1;0;0;0;0
267;12896;20/01/14;Fray Lázar;0;0;0;;0;0;0;0;0;0;0;0;0;0;0
268;12897;20/01/14;Nacaome 2;1602;1780;90;;0;0;0;0;0;0;0;1;0;0;0
269;12898;20/01/14;Nacaome 1;1293;1521;85;;0;0;0;0;0;0;1;0;0;0;0
270;12899;20/01/14;Fotersa;490;600;82;;0;0;0;0;0;0;1;0;0;0;0
271;12900;20/01/14;Helios;856;1070;80;;0;0;0;0;0;0;1;0;0;0;0
272;12901;20/01/14;Lajas;0;0;0;;0;0;0;0;0;0;0;0;0;0;0
273;12902;20/01/14;Llanos del Sur;0;0;0;;0;0;0;0;0;0;0;0;0;0;0
274;12903;20/01/14;Mecer;0;0;0;;0;0;0;0;0;0;0;0;0;0;0
275;12904;20/01/14;Marcovia;1164;1318;88;;0;0;0;0;0;0;1;0;0;0;0
276;12905;20/01/14;Los Pollitos;0;0;0;;0;0;0;0;0;0;0;0;0;0;0
277;12906;20/01/14;Prados Sur;1058;1270;83;;0;0;0;0;0;0;1;0;0;0;0
278;12907;20/01/14;San Marcos;0;0;0;;0;0;0;0;0;0;0;0;0;0;0
279;12908;20/01/14;Soposa;0;0;0;;0;0;0;0;0;0;0;0;0;0;0
280;12909;20/01/15;Cerro de Hula;0;0;0;;0;0;0;0;0;0;0;0;0;0;0
281;12910;20/01/15;Cinco Estrellas;1847;2173;85;;0;0;0;0;0;0;1;0;0;0;0
282;12911;20/01/15;Cohessa;1767;2000;88;;0;0;0;0;0;0;0;1;0;0;0
283;12912;20/01/15;Chinchayote;0;0;0;;0;0;0;0;0;0;0;0;0;0;0
284;12913;20/01/15;Choluteca 2;1104;1250;88;;0;0;0;0;0;0;1;0;0;0;0
285;12914;20/01/15;Choluteca 1;817;860;95;;0;0;0;0;0;0;1;0;0;0;0
286;12915;20/01/15;Enerbasa;0;0;0;;0;0;0;0;0;0;0;0;0;0;0
287;12916;20/01/15;Fray Lázar;0;0;0;;0;0;0;0;0;0;0;0;0;0;0
288;12917;20/01/15;Nacaome 2;2270;2270;100;;0;0;0;0;0;0;1;0;0;0;0
